week,team,opponent,home_away,goals,goals_conceded,xg,xg_conceded,home,away,home_goals,away_goals,home_xg,away_xg,score,result,points,adj_goals,xg_result,xg_points,xg_diff,cumulative_points,cumulative_xg_points,cumulative_xg_diff,points_vs_xg_points,cumulative_xg_goals,cumulative_xg_conceded,xg_goal_diff,position,xg_score,result_changed
10,Brentford,Fulham,Away,1,2,0.6,1.3,Fulham,Brentford,2,1,1.3,0.6,      2-1,Loss,0,1,Loss,0,0.4,13,13,2.1999999999999997,0,16.8,16.7,0.10000000000000142,12,      2-1,0
11,Brentford,Bournemouth,Home,3,2,1.5,2.6,Brentford,Bournemouth,3,2,1.5,2.6,      3-2,Win,3,3,Win,3,1.5,16,16,3.6999999999999997,0,18.3,19.3,-1,11,      3-2,0
12,Brentford,Everton,Away,0,0,1.1,1.2,Everton,Brentford,0,0,1.2,1.1,      0-0,Draw,1,1,Win,3,-1.1,17,19,2.5999999999999996,-2,19.4,20.5,-1.1,11,      0-1,1
13,Brentford,Leicester City,Home,4,1,2.4,1.1,Brentford,Leicester City,4,1,2.4,1.1,      4-1,Win,3,4,Win,3,1.6,20,22,4.199999999999999,-2,21.8,21.6,0.1999999999999993,8,      4-1,0
14,Brentford,Aston Villa,Away,1,3,0.9,2.4,Aston Villa,Brentford,3,1,2.4,0.9,      3-1,Loss,0,1,Loss,0,0.1,20,22,4.3,-2,22.7,24,-1.3,11,      3-1,0
15,Brentford,Newcastle Utd,Home,4,2,1.2,1.5,Brentford,Newcastle Utd,4,2,1.2,1.5,      4-2,Win,3,4,Win,3,2.8,23,25,7.1,-2,23.9,25.5,-1.6,9,      4-2,0
16,Brentford,Chelsea,Away,1,2,1.6,2.2,Chelsea,Brentford,2,1,2.2,1.6,      2-1,Loss,0,2,Draw,1,-0.6,23,26,6.5,-3,25.5,27.700000000000003,-2.2,11,      2-2,1
17,Brentford,Forest,Home,0,2,0.7,0.9,Brentford,Forest,0,2,0.7,0.9,      0-2,Loss,0,1,Loss,0,-0.7,23,26,5.8,-3,26.2,28.6,-2.4,12,      1-2,0
18,Brentford,Brighton,Away,0,0,1.1,1.3,Brighton,Brentford,0,0,1.3,1.1,      0-0,Draw,1,1,Win,3,-1.1,24,29,4.699999999999999,-5,27.3,29.900000000000002,-2.6,11,      0-1,1
19,Brentford,Arsenal,Home,1,3,0.3,1.9,Brentford,Arsenal,1,3,0.3,1.9,      1-3,Loss,0,1,Loss,0,0.7,24,29,5.3999999999999995,-5,27.6,31.8,-4.2,12,      1-3,0
20,Brentford,Southampton,Away,5,0,4.4,0.3,Southampton,Brentford,0,5,0.3,4.4,      0-5,Win,3,5,Win,3,0.5999999999999996,27,32,5.999999999999999,-5,32,32.1,-0.1,11,      0-5,0
21,Brentford,Manchester City,Home,2,2,2.5,2.2,Brentford,Manchester City,2,2,2.5,2.2,      2-2,Draw,1,3,Win,3,-0.5,28,35,5.499999999999999,-7,34.5,34.300000000000004,0.19999999999999574,11,      3-2,1
22,Brentford,Liverpool,Home,0,2,0.7,3.4,Brentford,Liverpool,0,2,0.7,3.4,      0-2,Loss,0,1,Loss,0,-0.7,28,35,4.799999999999999,-7,35.2,37.7,-2.5,11,      1-2,0
23,Brentford,Crystal Palace,Away,2,1,1.3,1.1,Crystal Palace,Brentford,1,2,1.1,1.3,      1-2,Win,3,2,Win,3,0.7,31,38,5.499999999999999,-7,36.5,38.800000000000004,-2.3,11,      1-2,0
24,Brentford,Tottenham,Home,0,2,2.1,0.8,Brentford,Tottenham,0,2,2.1,0.8,      0-2,Loss,0,2,Draw,1,-2.1,31,39,3.399999999999999,-8,38.6,39.6,-1,11,      2-2,1
25,Brentford,West Ham,Away,1,0,1.6,0.8,West Ham,Brentford,0,1,0.8,1.6,      0-1,Win,3,2,Win,3,-0.6,34,42,2.799999999999999,-8,40.2,40.4,-0.2,11,      0-2,0
26,Brentford,Leicester City,Away,4,0,1.5,0.5,Leicester City,Brentford,0,4,0.5,1.5,      0-4,Win,3,4,Win,3,2.5,37,45,5.299999999999999,-8,41.7,40.9,0.8000000000000043,11,      0-4,0
27,Brentford,Everton,Home,1,1,1.4,1.5,Brentford,Everton,1,1,1.4,1.5,      1-1,Draw,1,1,Draw,1,-0.4,38,46,4.899999999999999,-8,43.1,42.4,0.7000000000000028,11,      1-1,0
28,Brentford,Aston Villa,Home,0,1,0.8,1.3,Brentford,Aston Villa,0,1,0.8,1.3,      0-1,Loss,0,1,Draw,1,-0.8,38,47,4.099999999999999,-9,43.9,43.7,0.19999999999999574,12,      1-1,1
29,Brentford,Bournemouth,Away,2,1,0.8,1.6,Bournemouth,Brentford,1,2,1.6,0.8,      1-2,Win,3,2,Win,3,1.2,41,50,5.299999999999999,-9,44.7,45.300000000000004,-0.6,11,      1-2,0
30,Brentford,Newcastle Utd,Away,1,2,1.5,1.3,Newcastle Utd,Brentford,2,1,1.3,1.5,      2-1,Loss,0,2,Draw,1,-0.5,41,51,4.799999999999999,-10,46.2,46.6,-0.4,11,      2-2,1
31,Brentford,Chelsea,Home,0,0,1.1,1.2,Brentford,Chelsea,0,0,1.1,1.2,      0-0,Draw,1,1,Win,3,-1.1,42,54,3.699999999999999,-12,47.300000000000004,47.800000000000004,-0.5,12,      1-0,1
32,Brentford,Arsenal,Away,1,1,0.2,1,Arsenal,Brentford,1,1,1,0.2,      1-1,Draw,1,1,Draw,1,0.8,43,55,4.499999999999999,-12,47.5,48.800000000000004,-1.3,11,      1-1,0
33,Brentford,Brighton,Home,4,2,2.1,1.4,Brentford,Brighton,4,2,2.1,1.4,      4-2,Win,3,4,Win,3,1.9,46,58,6.399999999999999,-12,49.6,50.2,-0.6,11,      4-2,0
34,Brentford,Forest,Away,2,0,1.3,0.9,Forest,Brentford,0,2,0.9,1.3,      0-2,Win,3,2,Win,3,0.7,49,61,7.099999999999999,-12,50.9,51.1,-0.2,11,      0-2,0
35,Brentford,Manchester Utd,Home,4,3,2.8,1.5,Brentford,Manchester Utd,4,3,2.8,1.5,      4-3,Win,3,4,Win,3,1.2000000000000002,52,64,8.299999999999999,-12,53.7,52.6,1.1000000000000014,9,      4-3,0
36,Brentford,Ipswich Town,Away,1,0,1.4,0.9,Ipswich Town,Brentford,0,1,0.9,1.4,      0-1,Win,3,1,Win,3,-0.4,55,67,7.899999999999999,-12,55.1,53.5,1.6000000000000014,8,      0-1,0
37,Brentford,Fulham,Home,2,3,2.5,1,Brentford,Fulham,2,3,2.5,1,      2-3,Loss,0,3,Draw,1,-0.5,55,68,7.399999999999999,-13,57.6,54.5,3.1000000000000014,9,      3-3,1
38,Brentford,Wolves,Away,1,1,1.4,1,Wolves,Brentford,1,1,1,1.4,      1-1,Draw,1,1,Draw,1,-0.4,56,69,6.999999999999999,-13,59,55.5,3.5,10,      1-1,0
1,Brighton,Everton,Away,3,0,1.4,0.5,Everton,Brighton,0,3,0.5,1.4,      0-3,Win,3,3,Win,3,1.6,3,3,1.6,0,1.4,0.5,0.8999999999999999,1,      0-3,0
2,Brighton,Manchester Utd,Home,2,1,2.1,1.4,Brighton,Manchester Utd,2,1,2.1,1.4,      2-1,Win,3,2,Win,3,-0.1,6,6,1.5,0,3.5,1.9,1.6,2,      2-1,0
3,Brighton,Arsenal,Away,1,1,1.7,2.1,Arsenal,Brighton,1,1,2.1,1.7,      1-1,Draw,1,2,Win,3,-0.7,7,9,0.8,-2,5.2,4,1.2000000000000002,3,      1-2,1
4,Brighton,Ipswich Town,Home,0,0,1.6,0.3,Brighton,Ipswich Town,0,0,1.6,0.3,      0-0,Draw,1,2,Win,3,-1.6,8,12,-0.8,-4,6.8,4.3,2.5,6,      2-0,1
5,Brighton,Forest,Home,2,2,1,1.4,Brighton,Forest,2,2,1,1.4,      2-2,Draw,1,2,Draw,1,1,9,13,0.19999999999999996,-4,7.8,5.7,2.0999999999999996,7,      2-2,0
6,Brighton,Chelsea,Away,2,4,1.1,4.2,Chelsea,Brighton,4,2,4.2,1.1,      4-2,Loss,0,2,Loss,0,0.8999999999999999,9,13,1.0999999999999999,-4,8.9,9.9,-1,9,      4-2,0
7,Brighton,Tottenham,Home,3,2,1.8,1.3,Brighton,Tottenham,3,2,1.8,1.3,      3-2,Win,3,3,Win,3,1.2,12,16,2.3,-4,10.7,11.200000000000001,-0.5,6,      3-2,0
8,Brighton,Newcastle Utd,Away,1,0,1.1,2,Newcastle Utd,Brighton,0,1,2,1.1,      0-1,Win,3,1,Win,3,-0.1,15,19,2.1999999999999997,-4,11.8,13.200000000000001,-1.4,5,      0-1,0
9,Brighton,Wolves,Home,2,2,1.3,1.3,Brighton,Wolves,2,2,1.3,1.3,      2-2,Draw,1,2,Draw,1,0.7,16,20,2.8999999999999995,-4,13.1,14.5,-1.4,6,      2-2,0
10,Brighton,Liverpool,Away,1,2,1,1.6,Liverpool,Brighton,2,1,1.6,1,      2-1,Loss,0,1,Loss,0,0,16,20,2.8999999999999995,-4,14.1,16.1,-2,8,      2-1,0
11,Brighton,Manchester City,Home,2,1,2.3,2.1,Brighton,Manchester City,2,1,2.3,2.1,      2-1,Win,3,2,Win,3,-0.3,19,23,2.5999999999999996,-4,16.4,18.2,-1.8,6,      2-1,0
12,Brighton,Bournemouth,Away,2,1,0.9,1.6,Bournemouth,Brighton,1,2,1.6,0.9,      1-2,Win,3,2,Win,3,1.1,22,26,3.7,-4,17.3,19.8,-2.5,5,      1-2,0
13,Brighton,Southampton,Home,1,1,1.7,1,Brighton,Southampton,1,1,1.7,1,      1-1,Draw,1,2,Win,3,-0.7,23,29,3,-6,19,20.8,-1.8,4,      2-1,1
14,Brighton,Fulham,Away,1,3,1.4,1.1,Fulham,Brighton,3,1,1.1,1.4,      3-1,Loss,0,1,Loss,0,-0.4,23,29,2.6,-6,20.4,21.900000000000002,-1.5,5,      3-1,0
15,Brighton,Leicester City,Away,2,2,1.5,1.3,Leicester City,Brighton,2,2,1.3,1.5,      2-2,Draw,1,2,Draw,1,0.5,24,30,3.1,-6,21.9,23.2,-1.3,7,      2-2,0
16,Brighton,Crystal Palace,Home,1,3,1,2.2,Brighton,Crystal Palace,1,3,1,2.2,      1-3,Loss,0,1,Loss,0,0,24,30,3.1,-6,22.9,25.400000000000002,-2.5,9,      1-3,0
17,Brighton,West Ham,Away,1,1,0.9,1.2,West Ham,Brighton,1,1,1.2,0.9,      1-1,Draw,1,1,Draw,1,0.1,25,31,3.2,-6,23.8,26.6,-2.8,10,      1-1,0
18,Brighton,Brentford,Home,0,0,1.3,1.1,Brighton,Brentford,0,0,1.3,1.1,      0-0,Draw,1,1,Win,3,-1.3,26,34,1.9,-8,25.1,27.700000000000003,-2.6,10,      1-0,1
19,Brighton,Aston Villa,Away,2,2,1.1,1.8,Aston Villa,Brighton,2,2,1.8,1.1,      2-2,Draw,1,2,Draw,1,0.8999999999999999,27,35,2.8,-8,26.2,29.5,-3.3,10,      2-2,0
20,Brighton,Arsenal,Home,1,1,1.5,0.9,Brighton,Arsenal,1,1,1.5,0.9,      1-1,Draw,1,2,Win,3,-0.5,28,38,2.3,-10,27.7,30.400000000000002,-2.7,10,      2-1,1
21,Brighton,Ipswich Town,Away,2,0,1,0.3,Ipswich Town,Brighton,0,2,0.3,1,      0-2,Win,3,2,Win,3,1,31,41,3.3,-10,28.7,30.700000000000003,-2,9,      0-2,0
22,Brighton,Manchester Utd,Away,3,1,1.9,1.5,Manchester Utd,Brighton,1,3,1.5,1.9,      1-3,Win,3,3,Win,3,1.1,34,44,4.4,-10,30.6,32.2,-1.6,9,      1-3,0
23,Brighton,Everton,Home,0,1,0.7,0.8,Brighton,Everton,0,1,0.7,0.8,      0-1,Loss,0,1,Draw,1,-0.7,34,45,3.7,-11,31.3,33,-1.7,9,      1-1,1
24,Brighton,Forest,Away,0,7,0.9,3.3,Forest,Brighton,7,0,3.3,0.9,      7-0,Loss,0,1,Loss,0,-0.9,34,45,2.8,-11,32.2,36.300000000000004,-4.1,10,      7-1,0
25,Brighton,Chelsea,Home,3,0,1.4,0.5,Brighton,Chelsea,3,0,1.4,0.5,      3-0,Win,3,3,Win,3,1.6,37,48,4.4,-11,33.6,36.800000000000004,-3.2,10,      3-0,0
26,Brighton,Southampton,Away,4,0,3.9,0.1,Southampton,Brighton,0,4,0.1,3.9,      0-4,Win,3,4,Win,3,0.10000000000000009,40,51,4.5,-11,37.5,36.9,0.6000000000000014,9,      0-4,0
27,Brighton,Bournemouth,Home,2,1,2.4,1.5,Brighton,Bournemouth,2,1,2.4,1.5,      2-1,Win,3,2,Win,3,-0.4,43,54,4.1,-11,39.9,38.4,1.5,8,      2-1,0
28,Brighton,Fulham,Home,2,1,1.5,0.9,Brighton,Fulham,2,1,1.5,0.9,      2-1,Win,3,2,Win,3,0.5,46,57,4.6,-11,41.4,39.300000000000004,2.0999999999999943,7,      2-1,0
29,Brighton,Manchester City,Away,2,2,2,1.7,Manchester City,Brighton,2,2,1.7,2,      2-2,Draw,1,2,Draw,1,0,47,58,4.6,-11,43.4,41,2.3999999999999986,7,      2-2,0
30,Brighton,Aston Villa,Home,0,3,0.9,1.2,Brighton,Aston Villa,0,3,0.9,1.2,      0-3,Loss,0,1,Loss,0,-0.9,47,58,3.7,-11,44.3,42.2,2.0999999999999943,8,      1-3,0
31,Brighton,Crystal Palace,Away,1,2,1,0.6,Crystal Palace,Brighton,2,1,0.6,1,      2-1,Loss,0,1,Loss,0,0,47,58,3.7,-11,45.3,42.800000000000004,2.499999999999993,9,      2-1,0
32,Brighton,Leicester City,Home,2,2,3.8,1.5,Brighton,Leicester City,2,2,3.8,1.5,      2-2,Draw,1,4,Win,3,-1.8,48,61,1.9000000000000004,-13,49.1,44.300000000000004,4.799999999999997,10,      4-2,1
33,Brighton,Brentford,Away,2,4,1.4,2.1,Brentford,Brighton,4,2,2.1,1.4,      4-2,Loss,0,2,Loss,0,0.6000000000000001,48,61,2.5000000000000004,-13,50.5,46.4,4.100000000000001,10,      4-2,0
34,Brighton,West Ham,Home,3,2,1.3,1.3,Brighton,West Ham,3,2,1.3,1.3,      3-2,Win,3,3,Win,3,1.7,51,64,4.2,-13,51.8,47.7,4.099999999999994,9,      3-2,0
35,Brighton,Newcastle Utd,Home,1,1,0.7,1.7,Brighton,Newcastle Utd,1,1,0.7,1.7,      1-1,Draw,1,1,Draw,1,0.30000000000000004,52,65,4.5,-13,52.5,49.4,3.1000000000000014,10,      1-1,0
36,Brighton,Wolves,Away,2,0,1.6,0.9,Wolves,Brighton,0,2,0.9,1.6,      0-2,Win,3,2,Win,3,0.3999999999999999,55,68,4.9,-13,54.1,50.300000000000004,3.799999999999997,9,      0-2,0
37,Brighton,Liverpool,Home,3,2,2.2,2.2,Brighton,Liverpool,3,2,2.2,2.2,      3-2,Win,3,3,Win,3,0.7999999999999998,58,71,5.7,-13,56.3,52.5,3.799999999999997,8,      3-2,0
38,Brighton,Tottenham,Away,4,1,2.2,2,Tottenham,Brighton,1,4,2,2.2,      1-4,Win,3,4,Win,3,1.7999999999999998,61,74,7.5,-13,58.5,54.5,4,8,      1-4,0
1,Chelsea,Manchester City,Home,0,2,1,0.8,Chelsea,Manchester City,0,2,1,0.8,      0-2,Loss,0,1,Loss,0,-1,0,0,-1,0,1,0.8,0.19999999999999996,17,      1-2,0
2,Chelsea,Wolves,Away,6,2,1.6,1.9,Wolves,Chelsea,2,6,1.9,1.6,      2-6,Win,3,6,Win,3,4.4,3,3,3.4000000000000004,0,2.6,2.7,-0.1,8,      2-6,0
3,Chelsea,Crystal Palace,Home,1,1,2.4,0.5,Chelsea,Crystal Palace,1,1,2.4,0.5,      1-1,Draw,1,2,Win,3,-1.4,4,6,2.0000000000000004,-2,5,3.2,1.7999999999999998,11,      2-1,1
4,Chelsea,Bournemouth,Away,1,0,0.8,1.7,Bournemouth,Chelsea,0,1,1.7,0.8,      0-1,Win,3,1,Win,3,0.19999999999999996,7,9,2.2,-2,5.8,4.9,0.8999999999999995,8,      0-1,0
5,Chelsea,West Ham,Away,3,0,2.2,0.9,West Ham,Chelsea,0,3,0.9,2.2,      0-3,Win,3,3,Win,3,0.7999999999999998,10,12,3,-2,8,5.8,2.2,5,      0-3,0
6,Chelsea,Brighton,Home,4,2,4.2,1.1,Chelsea,Brighton,4,2,4.2,1.1,      4-2,Win,3,4,Win,3,-0.2,13,15,2.8,-2,12.2,6.9,5.299999999999999,4,      4-2,0
7,Chelsea,Forest,Home,1,1,2.3,0.9,Chelsea,Forest,1,1,2.3,0.9,      1-1,Draw,1,2,Win,3,-1.3,14,18,1.5000000000000002,-4,14.5,7.8,6.7,4,      2-1,1
8,Chelsea,Liverpool,Away,1,2,1,1.9,Liverpool,Chelsea,2,1,1.9,1,      2-1,Loss,0,1,Loss,0,0,14,18,1.5000000000000002,-4,15.5,9.7,5.800000000000001,6,      2-1,0
9,Chelsea,Newcastle Utd,Home,2,1,1.6,1.8,Chelsea,Newcastle Utd,2,1,1.6,1.8,      2-1,Win,3,2,Win,3,0.3999999999999999,17,21,1.9000000000000001,-4,17.1,11.5,5.600000000000001,5,      2-1,0
10,Chelsea,Manchester Utd,Away,1,1,1.1,2,Manchester Utd,Chelsea,1,1,2,1.1,      1-1,Draw,1,1,Draw,1,-0.1,18,22,1.8,-4,18.2,13.5,4.699999999999999,4,      1-1,0
11,Chelsea,Arsenal,Home,1,1,1.5,1.5,Chelsea,Arsenal,1,1,1.5,1.5,      1-1,Draw,1,2,Win,3,-0.5,19,25,1.3,-6,19.7,15,4.699999999999999,3,      2-1,1
12,Chelsea,Leicester City,Away,2,1,2.7,1.1,Leicester City,Chelsea,1,2,1.1,2.7,      1-2,Win,3,3,Win,3,-0.7,22,28,0.5999999999999999,-6,22.4,16.1,6.299999999999997,3,      1-3,0
13,Chelsea,Aston Villa,Home,3,0,1.6,1.2,Chelsea,Aston Villa,3,0,1.6,1.2,      3-0,Win,3,3,Win,3,1.4,25,31,1.9999999999999998,-6,24,17.3,6.699999999999999,2,      3-0,0
14,Chelsea,Southampton,Away,5,1,5.2,1.6,Southampton,Chelsea,1,5,1.6,5.2,      1-5,Win,3,5,Win,3,-0.2,28,34,1.7999999999999996,-6,29.200000000000003,18.9,10.300000000000004,2,      1-5,0
15,Chelsea,Tottenham,Away,4,3,2.8,2.8,Tottenham,Chelsea,3,4,2.8,2.8,      3-4,Win,3,4,Win,3,1.2000000000000002,31,37,3,-6,32,21.7,10.3,2,      3-4,0
16,Chelsea,Brentford,Home,2,1,2.2,1.6,Chelsea,Brentford,2,1,2.2,1.6,      2-1,Win,3,2,Win,3,-0.2,34,40,2.8,-6,34.2,23.3,10.900000000000002,2,      2-1,0
17,Chelsea,Everton,Away,0,0,1.2,1,Everton,Chelsea,0,0,1,1.2,      0-0,Draw,1,1,Win,3,-1.2,35,43,1.5999999999999996,-8,35.4,24.3,11.099999999999998,2,      0-1,1
18,Chelsea,Fulham,Home,1,2,1.1,1.8,Chelsea,Fulham,1,2,1.1,1.8,      1-2,Loss,0,1,Loss,0,-0.1,35,43,1.4999999999999996,-8,36.5,26.1,10.399999999999999,3,      1-2,0
19,Chelsea,Ipswich Town,Away,0,2,2,1.6,Ipswich Town,Chelsea,2,0,1.6,2,      2-0,Loss,0,2,Draw,1,-2,35,44,-0.5,-9,38.5,27.7,10.8,4,      2-2,1
20,Chelsea,Crystal Palace,Away,1,1,1.2,1.1,Crystal Palace,Chelsea,1,1,1.1,1.2,      1-1,Draw,1,1,Draw,1,-0.2,36,45,-0.7,-9,39.7,28.8,10.900000000000002,4,      1-1,0
21,Chelsea,Bournemouth,Home,2,2,2.5,1.2,Chelsea,Bournemouth,2,2,2.5,1.2,      2-2,Draw,1,3,Win,3,-0.5,37,48,-1.2,-11,42.2,30,12.200000000000003,5,      3-2,1
22,Chelsea,Wolves,Home,3,1,3.1,0.8,Chelsea,Wolves,3,1,3.1,0.8,      3-1,Win,3,3,Win,3,-0.1,40,51,-1.3,-11,45.300000000000004,30.8,14.500000000000004,4,      3-1,0
23,Chelsea,Manchester City,Away,1,3,1.8,2.2,Manchester City,Chelsea,3,1,2.2,1.8,      3-1,Loss,0,2,Loss,0,-0.8,40,51,-2.1,-11,47.1,33,14.100000000000001,6,      3-2,0
24,Chelsea,West Ham,Home,2,1,1.6,1.2,Chelsea,West Ham,2,1,1.6,1.2,      2-1,Win,3,2,Win,3,0.3999999999999999,43,54,-1.7,-11,48.7,34.2,14.5,4,      2-1,0
25,Chelsea,Brighton,Away,0,3,0.5,1.4,Brighton,Chelsea,3,0,1.4,0.5,      3-0,Loss,0,1,Loss,0,-0.5,43,54,-2.2,-11,49.2,35.6,13.600000000000001,6,      3-1,0
26,Chelsea,Aston Villa,Away,1,2,2.3,2.3,Aston Villa,Chelsea,2,1,2.3,2.3,      2-1,Loss,0,2,Draw,1,-1.3,43,55,-3.5,-12,51.5,37.9,13.600000000000001,7,      2-2,1
27,Chelsea,Southampton,Home,4,0,2.4,0.7,Chelsea,Southampton,4,0,2.4,0.7,      4-0,Win,3,4,Win,3,1.6,46,58,-1.9,-12,53.9,38.6,15.299999999999997,5,      4-0,0
28,Chelsea,Leicester City,Home,1,0,1.7,0.1,Chelsea,Leicester City,1,0,1.7,0.1,      1-0,Win,3,2,Win,3,-0.7,49,61,-2.6,-12,55.6,38.7,16.9,4,      2-0,0
29,Chelsea,Arsenal,Away,0,1,0.4,0.7,Arsenal,Chelsea,1,0,0.7,0.4,      1-0,Loss,0,0,Loss,0,-0.4,49,61,-3,-12,56,39.4,16.6,5,      1-0,0
30,Chelsea,Tottenham,Home,1,0,1,0.9,Chelsea,Tottenham,1,0,1,0.9,      1-0,Win,3,1,Win,3,0,52,64,-3,-12,57,40.3,16.700000000000003,5,      1-0,0
31,Chelsea,Brentford,Away,0,0,1.2,1.1,Brentford,Chelsea,0,0,1.1,1.2,      0-0,Draw,1,1,Win,3,-1.2,53,67,-4.2,-14,58.2,41.4,16.800000000000004,5,      0-1,1
32,Chelsea,Ipswich Town,Home,2,2,2.2,1.1,Chelsea,Ipswich Town,2,2,2.2,1.1,      2-2,Draw,1,2,Draw,1,-0.2,54,68,-4.4,-14,60.4,42.5,17.9,6,      2-2,0
33,Chelsea,Fulham,Away,2,1,0.9,0.3,Fulham,Chelsea,1,2,0.3,0.9,      1-2,Win,3,2,Win,3,1.1,57,71,-3.3,-14,61.300000000000004,42.8,18.500000000000007,6,      1-2,0
34,Chelsea,Everton,Home,1,0,0.8,0.4,Chelsea,Everton,1,0,0.8,0.4,      1-0,Win,3,1,Win,3,0.19999999999999996,60,74,-3.1,-14,62.1,43.2,18.9,5,      1-0,0
35,Chelsea,Liverpool,Home,3,1,3.1,1,Chelsea,Liverpool,3,1,3.1,1,      3-1,Win,3,3,Win,3,-0.1,63,77,-3.2,-14,65.2,44.2,21,5,      3-1,0
36,Chelsea,Newcastle Utd,Away,0,2,0.7,1.6,Newcastle Utd,Chelsea,2,0,1.6,0.7,      2-0,Loss,0,1,Loss,0,-0.7,63,77,-3.9,-14,65.9,45.8,20.10000000000001,5,      2-1,0
37,Chelsea,Manchester Utd,Home,1,0,0.8,0.3,Chelsea,Manchester Utd,1,0,0.8,0.3,      1-0,Win,3,1,Win,3,0.19999999999999996,66,80,-3.7,-14,66.7,46.1,20.6,5,      1-0,0
38,Chelsea,Forest,Away,1,0,1.1,1.2,Forest,Chelsea,0,1,1.2,1.1,      0-1,Win,3,1,Win,3,-0.1,69,83,-3.8,-14,67.8,47.3,20.5,4,      0-1,0
1,Crystal Palace,Brentford,Away,1,2,1.2,1.6,Brentford,Crystal Palace,2,1,1.6,1.2,      2-1,Loss,0,1,Loss,0,-0.2,0,0,-0.2,0,1.2,1.6,-0.4,13,      2-1,0
2,Crystal Palace,West Ham,Home,0,2,1.3,1.4,Crystal Palace,West Ham,0,2,1.3,1.4,      0-2,Loss,0,1,Loss,0,-1.3,0,0,-1.5,0,2.5,3,-0.5,17,      1-2,0
3,Crystal Palace,Chelsea,Away,1,1,0.5,2.4,Chelsea,Crystal Palace,1,1,2.4,0.5,      1-1,Draw,1,1,Draw,1,0.5,1,1,-1,0,3,5.4,-2.4,16,      1-1,0
4,Crystal Palace,Leicester City,Home,2,2,2.5,1.2,Crystal Palace,Leicester City,2,2,2.5,1.2,      2-2,Draw,1,3,Win,3,-0.5,2,4,-1.5,-2,5.5,6.6,-1.1,16,      3-2,1
5,Crystal Palace,Manchester Utd,Home,0,0,1,1.6,Crystal Palace,Manchester Utd,0,0,1,1.6,      0-0,Draw,1,1,Win,3,-1,3,7,-2.5,-4,6.5,8.2,-1.7,16,      1-0,1
6,Crystal Palace,Everton,Away,1,2,0.9,0.9,Everton,Crystal Palace,2,1,0.9,0.9,      2-1,Loss,0,1,Loss,0,0.1,3,7,-2.4,-4,7.4,9.1,-1.7,18,      2-1,0
7,Crystal Palace,Liverpool,Home,0,1,0.6,1.4,Crystal Palace,Liverpool,0,1,0.6,1.4,      0-1,Loss,0,1,Draw,1,-0.6,3,8,-3,-5,8,10.5,-2.5,18,      1-1,1
8,Crystal Palace,Forest,Away,0,1,1,1.7,Forest,Crystal Palace,1,0,1.7,1,      1-0,Loss,0,1,Draw,1,-1,3,9,-4,-6,9,12.2,-3.2,18,      1-1,1
9,Crystal Palace,Tottenham,Home,1,0,0.8,0.7,Crystal Palace,Tottenham,1,0,0.8,0.7,      1-0,Win,3,1,Win,3,0.19999999999999996,6,12,-3.8,-6,9.8,12.9,-3.1,17,      1-0,0
10,Crystal Palace,Wolves,Away,2,2,2.4,1.5,Wolves,Crystal Palace,2,2,1.5,2.4,      2-2,Draw,1,2,Draw,1,-0.4,7,13,-4.2,-6,12.2,14.4,-2.2,17,      2-2,0
11,Crystal Palace,Fulham,Home,0,2,1.5,1.8,Crystal Palace,Fulham,0,2,1.5,1.8,      0-2,Loss,0,2,Draw,1,-1.5,7,14,-5.7,-7,13.7,16.2,-2.5,18,      2-2,1
12,Crystal Palace,Aston Villa,Away,2,2,1.3,3,Aston Villa,Crystal Palace,2,2,3,1.3,      2-2,Draw,1,2,Draw,1,0.7,8,15,-5,-7,15,19.2,-4.2,19,      2-2,0
13,Crystal Palace,Newcastle Utd,Home,1,1,1.7,0,Crystal Palace,Newcastle Utd,1,1,1.7,0,      1-1,Draw,1,2,Win,3,-0.7,9,18,-5.7,-9,16.7,19.2,-2.5,17,      2-1,1
14,Crystal Palace,Ipswich Town,Away,1,0,1.6,0.5,Ipswich Town,Crystal Palace,0,1,0.5,1.6,      0-1,Win,3,2,Win,3,-0.6,12,21,-6.3,-9,18.3,19.7,-1.4,17,      0-2,0
15,Crystal Palace,Manchester City,Home,2,2,1.3,1.4,Crystal Palace,Manchester City,2,2,1.3,1.4,      2-2,Draw,1,2,Draw,1,0.7,13,22,-5.6,-9,19.6,21.1,-1.5,17,      2-2,0
16,Crystal Palace,Brighton,Away,3,1,2.2,1,Brighton,Crystal Palace,1,3,1,2.2,      1-3,Win,3,3,Win,3,0.7999999999999998,16,25,-4.8,-9,21.8,22.1,-0.3,15,      1-3,0
17,Crystal Palace,Arsenal,Home,1,5,1.6,2.5,Crystal Palace,Arsenal,1,5,1.6,2.5,      1-5,Loss,0,2,Loss,0,-0.6,16,25,-5.4,-9,23.400000000000002,24.6,-1.2,16,      2-5,0
18,Crystal Palace,Bournemouth,Away,0,0,0.4,1.4,Bournemouth,Crystal Palace,0,0,1.4,0.4,      0-0,Draw,1,0,Draw,1,-0.4,17,26,-5.8,-9,23.8,26,-2.2,16,      0-0,0
19,Crystal Palace,Southampton,Home,2,1,2,0.9,Crystal Palace,Southampton,2,1,2,0.9,      2-1,Win,3,2,Win,3,0,20,29,-5.8,-9,25.8,26.9,-1.1,15,      2-1,0
